year,state_postcode,initiative,BOS_topic,BOS_summary,passed,notes
2008,WY,0,AMEND," Initiative petitions Changes dispersion requirement to 15% of voters in 2/3 of state senate districts (from counties), presumably makes signature collection more difficult because there are more senate districts. FAILED 54-46 (the number of no votes plus the number of abstentions exceeded affirmative votes).",," Constitutional Amendment B, BOS_topic recoded by RWB from SUFF/ELECT"
2009,AL,,LOCAL, Macon County Board of Education membership – Approved ,1,-Approved
2009,AL,,LOCAL, Pike County Court Costs – Approved ,1,-Approved
2009,AL,,LOCAL, Balwin County Senior Property Tax – Approved,1,-Approved
2009,AL,,LOCAL, Balwin Couty Taxes and Bonds ,0,-Failed
2009,AL,0,FIN, Reestablishes education trust rainy day fund,1, Amendment 1-APPROVED 57-43
2009,AL,0,LOCAL, Shelby County judges,1, Amendment 2-APPROVED 60-40
2009,AL,0,LOCAL, Madison City school tax,1, Amendment 3-APPROVED 50.3-49.7
2009,AL,0,LOCAL, Blount County annexations,1, Amendment 4-APPROVED 57-43
2009,AL,0,LOCAL, Russell County court costs,0, Amendment 5-FAILED 45-55
2009,AL,0,LOCAL, Tuskegee City utility board,1, Amendment 6-APPROVED 58-42
2009,AZ,1,FIN, Property sales taxes Prohibits new taxes on property sales,1, Prop 100-APPROVED 77-23
2009,AZ,1,MISC, Prohibition of universal health care programs,0, Prop 101-FAILED 49.7-50.3
2009,AZ,0,BOR, Same-sex marriage Bans same-sex marriage,1, Prop 102-APPROVED 56-44
2009,AZ,1,SUFF/ELECT," Proposition approval Requires approval by majority of registered voters for new tax, fee, spending propositions",0, Prop 105-FAILED 34-66
2009,AR,0,SUFF/ELECT, Constitutional language Remove language referring to voting by “idiot or insane” persons,1, Amendment 1-APPROVED 73-27
2009,AR,0,LEG, Legislative sessions Allows sessions in even-numbered years,1, Amendment 2-APPROVED 69-31
2009,AR,1,FIN," Lottery Authorizes state lottery, money going to education",1, Amendment 3-APPROVED 63-37
2009,CA,1,FIN, Transportation funds Prevented diversion of transportation funds,0, Prop 91-FAILED 42-58
2009,CA,1,FIN, Community college funds Guaranteed community colleges 10,0, Prop 92-FAILED 43-57
2009,CA,1,LEG, Term limits Increase in legislative term limits,0, Prop 93-FAILED 46-54
2009,CA,1,BOR, Eminent domain limit and rent control ban,0, Prop 98-FAILED 38-62
2009,CA,1,BOR, Eminent domain Limits eminent domain for residences,1, Prop 99-APPROVED 62-38
2009,CA,1,BOR, Abortion parental notification Requires parental notification and waiting period before minor can have abortion,0, Prop 4-FAILED 48-52
2009,CA,1,BOR, Victim rights Victims given input during trial process,1, Prop 9-APPROVED 53-47
2009,CA,1,LEG, Redistricting Establishes nonpartisan redistricting for state legislators,1, Prop 11- PASSING 51-49
2009,CA,1,BOR,Marriage. Bans same,1, Prop 8. -APPROVED 52-48
2009,CO,0,BOR," Civil rights/affirmative action Prohibits government from discriminating or giving preferential treatment on the basis of race, sex, ethnicity, national origin",0, Amendment 46-FAILED 49-51
2009,CO,0,MISC, Right to work Prohibits requiring union membership /dues,0, Amendment 47-FAILED 44-56
2009,CO,0,BOR, Abortion Defines a “person” as a human being from the moment of fertilization,0, Amendment 48-FAILED 27-73
2009,CO,0,MISC, Union dues Prohibits deduction of dues from public worker paychecks,0, Amendment 49-FAILED 39-61
2009,CO,0,MISC, Casinos Allows three communities to extend hours,1, Amendment 50-APPROVED 59-41
2009,CO,0,FIN, Highways Dedicates portion of severance tax to highway projects,0, Amendment 52-FAILED 36-64
2009,CO,0,MISC, Campaign contributions Prohibits unions and persons doing business with state from contributing to campaigns,1, Amendment 54-APPROVED 51-49
2009,CO,0,FIN, Budget windfalls Dedicates to education not tax rebates,0, Amendment 59-FAILED 45-55
2009,CO,1,LEG, Legislator age Sets minimum age at 21 instead of 25 years,0, Referendum L-FAILED 46-54
2009,CO,1,MISC, Removes obsolete constitutional provisions regarding land value increases,1, Referendum M-APPROVED 62-38
2009,CO,1,MISC, Removes obsolete constitutional provisions regarding alcohol,1, Referendum N-APPROVED 69-31
2009,CO,1,AMEND," Initiative petitions Lowers signature requirement for statutes from 5% to 4%, increases requirement for constitutional amendments from 5% to 6%, requires geographic dispersion across congressional istricts, limits amendment by legislature",0," Referendum O-FAILED 48-52, BOS_topic recoded by RWB from SUFF/ELECT"
2009,CT,0,SUFF/ELECT, Voting Legislative amendment lowering voting age to 17 in primaries,1, Question 2-APPROVED 64-36
2009,FL,0,FIN," Property taxes Legislative measure that allows owners to maintain 3% assessment cap when they sell home, doubles homestead exemption",1, Amendment 1-APPROVED 64-36
2009,FL,0,MISC, Alien land ownership Prohibits restriction on land ownership by legal aliens,0, Amendment 1-FAILED 48-52
2009,FL,1,BOR, Marriage Bans same-sex marriage (requires 60%),1, Amendment 2-APPROVED 62-38
2009,FL,0,FIN, Property taxes Exemption for wind resistance and renewable energy devices,1, Amendment 3-APPROVED 61-39
2009,FL,0,FIN, Property taxes Exemption for conservation property,1, Amendment 4-APPROVED 69-31
2009,FL,0,FIN, Assessment of waterfront property based on use,1, Amendment 6-APPROVED 71-29
2009,FL,0,FIN,LOCAL sales tax Allows for community colleges with voter approval,0, Amendment 8-FAILED 44-56
2009,GA,0,FIN, Forest land Lower taxes for landowners conserving forest land,1, Amendment 1-APPROVED 68-32
2009,GA,0,DEBT, Tax allocation bonds AuthorizesLOCAL governments to issue,1, Amendment 2-APPROVED 52-48
2009,GA,0,LOCAL, Infrastructure development districts Allows creation withLOCAL approval,0, Amendment 3-FAILED 48-52
2009,HI,0,EXEC, Governor/Lt  Governor Lowers minimum age from 30 to 25 years,0, Constitutional Amendment-FAILED 18-82
2009,IA,0,SUFF/ELECT, Voting rights Replaces constitutional language referring to “idiotand insane” persons,1, Amendment Question-APPROVED 82-18
2009,LA,0,MISC, Term limits Establishes three-term limits on public boards and commissions,1, Amendment 1-APPROVED 69-31
2009,LA,0,LEG, Extraordinary sessions Requires proclamation in advance of such sessions,1, Amendment 2-APPROVED 60-40
2009,LA,0,LEG, Temporary legislators Provides temporary replacements for legislators ordered to active military duty,1, Amendment 3-APPROVED 62-38
2009,LA,0,FIN, Severance taxes Increases share toLOCAL governments,0, Amendment 4-FAILED 45-55
2009,LA,0,FIN, Expropriated property Allows transfer of special assessment to replacement property,0, Amendment 5-FAILED 49
2009,LA,0,MISC, Blighted property Removes restrictions on disposition,0, Amendment 6-FAILED 49-51
2009,LA,0,FIN, Public retirement fund Permits equity investments,0, Amendment 7-FAILED 44-56
2009,MD,0,SUFF/ELECT, Absentee voting Allows absentee voting up to two weeks before elections,1, Question 1-APPROVED 72-28
2009,MD,0,MISC," Video lottery Allows 15,000 terminals in five locations",1, Question 2-APPROVED 59-41
2009,MI,1,MISC, Stem cell research Amendment removing restrictions,1, Proposal 2-APPROVED 53-47
2009,MN,0,FIN," Sales tax for environment Legislative measure that adds 3/8 of one percent to sales tax for clean water, natural areas, parks, and the arts  Approval requires majority of all ballots cast",1, Constitutional Amendment-APPROVED 56-44
2009,MO,0,MISC, English only Requires English at all governmental meetings,1, Amendment 1-Approved 86-14
2009,MO,0,MISC, Storm water funding Eases rules for state grant and loan program for storm water control,1, Amendment 4-APPROVED 58-42
2009,MT,0,FIN, Investment of public funds Allows 25% to be invested in equities,0, C-44-FAILED 26-74
2009,NE,0,FIN, Legislative measure that allows charter cities to invest public endowment funds in equities,1, Amendment 1-APPROVED 58-42
2009,NE,1,BOR," Civil rights/affirmative action Initiative amendment that prohibits government from discriminating or giving preferential treatment on the basis of race, sex, color, ethnicity, or national origin",1, Measure 424-APPROVED 58-42
2009,NE,0,FIN,LOCAL government revenue Legislative amendment that removes requirement for cities to use only general revenue for economic development programs,0, Amendment 1-FAILED 46-54
2009,NV,0,SUFF/ELECT, Voting rights Removes 6-month residence requirement to vote,0, Question 1-FAILED 47-53
2009,NV,1,BOR, Eminent domain Restricts use of eminent domain for private purposes  Approval at two consecutive elections required — this is the second vote,1, Question 2-APPROVED 61-39
2009,NV,0,FIN, Sales taxes Requires legislative findings before allowed,1, Question 3-APPROVED 60-40
2009,NJ,0,DEBT, Bond approval Requires voter approval for state agencies to issue bonds,1, Public Question 1-APPROVED 57-43
2009,NJ,0,JUD, Municipal judges Legislative constitutional amendment that allowsLOCAL governments to appoint judges to municipal courts,0, Public Question 2-FAILED 45-55
2009,NM,0,LOCAL, Salaries of county officials Allows midterm increases,0, Amendment 1-FAILED 26-74 
2009,NM,0,LOCAL," School boards Increases size, allows elections by mail",0," Amendment 2-PASSED 53-47 – BUT INVALIDATED (SC struck down on the ground of improper logrolling in the drafting process, even though it got 50 percent)  -- I SAY DON'T EVEN INCLUDE IT IN THE DATAFOR SUBMIIITTED ORAPPROVED-FAILED – BUT DO PUT INAFOOTNOTE"
2009,NM,0,EXEC, Cabinet Secretaries Requires confirmation at start of Governor’s term,1, Amendment 3-APPROVED 72-28
2009,NM,0,LOCAL, School elections Allows at same time as nonpartisan elections,0," Amendment 4-FAILED 74-26 (did not get supermajorities in each county,As required byArt"
2009,NM,0,EXEC, Lt  Governor Authorizes Governor to fill vacancy,1, Amendment 5-APPROVED 69-31
2009,NY,0,MISC, Civil service exams Legislative amendment that makes technical change in condition allowing veterans advantage in exam,1, Proposal 1-APPROVED 77-23
2009,ND,0,LEG, Legislative proposal to remove prohibition on appointing legislator to office when salary of office has increased during his or her term,0, Constitutional Measure 1-FAILED 42-58
2009,ND,0,FIN, Oil Tax Trust Fund Requires excess revenue to be deposited in fund,0, Constitutional Measure 1-FAILED 36-64
2009,OH,0,SUFF/ELECT, Initiative petitions Constitutional amendment requiring earlier submission of petitions,1, Issue 1-APPROVED 69-31
2009,OH,0,DEBT, $400 million bonds for conservation and open spaces,1, Issue 2-APPROVED 69-31
2009,OH,0,BOR, Property on Great Lakes Constitutional amendment that protects property rights of land owners subject to the Great Lakes Water Compact,1, Issue 3-APPROVED 72-28
2009,OH,1,MISC, Casino Allows a privately owned casino in southwest Ohio,0, Issue 6-FAILED 37-63
2009,OK,0,FIN, Property tax exemption for disabled veterans,1, State Question 735-APPROVED 85-15
2009,OK,0,FIN, Property taxes Prohibits retroactive filing for exemptions,1, State Question 741-APPROVED 68-32
2009,OK,0,BOR, Establishes a right to hunt and fish,1, State Question 742-APPROVED 80-20
2009,OK,0,MISC, Wine Allows small wine makers to sell directly to package retailers and restaurants,1, State Question 743-APPROVED 79-21
2009,OR,0,BOR, Empowers crime victims to enforce Section 42 rights,1, Measure 51-APPROVED 75-25
2009,OR,0,BOR, Empowers crime victims to enforce their Section 43 rights,1, Measure 52-APPROVED 75-25
2009,OR,0,MISC, Allows forfeiture of property for certain crimes,1, Measure 53-APPROVED 50.1-49.9
2009,OR,0,SUFF/ELECT, Voting Allows under-21 to vote in school board elections,1, Measure 54-APPROVED 73-27
2009,OR,0,FIN, Property tax elections Removes requirement that 50% of registered voters cast ballots for measure to pass inLOCAL property tax elections.,1, Measure 56-APPROVED 57-43
2009,OR,1,FIN, Dedicates 15% of lottery revenue to crime prevention,0, Measure 62-FAILED 39-61
2009,SC,0,MISC, Age of consent Deletes provision that unmarried women younger than 14 may consent to have sex,1, Amendment 1-APPROVED 52-48
2009,SC,0,FIN, Pension fund investments Allows state and teacher funds to invest in equities,0, Amendment 2-FAILED 42-58
2009,SC,0,FIN, Pension fund investments AllowsLOCAL government funds to invest in equities,0, Amendment 3-FAILED 44-56
2009,SD,0,LEG, Legislator travel expenses Increases reimbursements,0, Amendment G-FAILED 41-59
2009,SD,0,MISC, Corporations Removes restrictions on stocks and bonds,0, Amendment H-FAILED 31-69
2009,SD,0,LEG, Legislature sessions Allows 40-day vs  35-day sessions in odd-numbered years,1, Amendment I-APPROVED 52-48
2009,SD,0,LEG, Term limits Repeals legislative term limits,0, Amendment J-FAILED 24-76
2009,UT,0,EXEC, Gubernatorial succession Establishes procedures for Gov and Lt Gov,1, Amendment 1-APPROVED 76-24
2009,UT,0,FIN, State trust fund Provides that fund includes all money and asset of fund,1, Amendment 2-APPROVED 66-34
2009,UT,0,LEG, Legislative sessions Changes first day of session to one week later,1, Amendment 3-APPROVED 71-29
2009,UT,0,LEG, Redistricting Requires redistricting after Census count,1, Amendment 4-APPROVED 78-22
2009,UT,0,FIN, Allows state to invest in stocks and bonds,0, Amendment 5-FAILED 43-57
2009,WI,0,EXEC, Executive veto Legislative measure that prohibits governor from using partial veto to create one sentence from multiple sentences,1, Question 1-APPROVED 71-29
2009,WY,0,MISC, Oath of office Updates,1, Constitutional Amendment A-APPROVED 82-18
2009,WY,0,AMEND," Initiative petitions Changes dispersion requirement to 15% of voters in 2/3 of state senate districts (from counties), presumably makes signature collection more difficult because there are more senate districts",0," Constitutional Amendment BBOS_topic recoded by RWB from SUFF/ELECTFAILED 54-46 (the number of no votes plus the number ofAbstentions exceededAffirmative votes, BOS_topic recoded by RWB from SUFF/ELECT"
2010,AL,0,LOCAL,Baldwin County ,1,
2010,AL,0,MISC, allow propane industry to levy a fee on members ,0,
2010,AL,0,LOCAL,,1,
2010,AL,0,LOCAL,,1,
2010,AL,0,LOCAL,,1,
2010,AL,0,LOCAL,,1,
2010,AL,0,LOCAL,,1,
2010,AL,0,LOCAL,,1,
2010,AL,0,LOCAL,,1,
2010,AL,0,FIN, technical change to a 2006 tax amendment ,0,BOS_topic recoded by RWB from REV
2010,AL,0,FIN, reduce from 3/5 to half the public vote needed for county ed taxes -- REV,0,BOS_topic recoded by RWB from REV
2010,AL,0,FUNCT, allows $100 million a year from rainy day fund for road projects ,0,
2010,AL,0,LOCAL, regarding taxes in Blount County -- LOC,0,
2010,AL,0,LOCAL,,0,
2010,AL,0,LOCAL,,0,
2010,AL,0,LOCAL,,0,
2010,AL,0,LOCAL,,0,
2010,AL,0,LOCAL,,0,
2010,AL,0,LOCAL,,0,
2010,AL,0,LOCAL,,0,
2010,AL,0,LOCAL,,0,
2010,AL,0,LOCAL,,0,
2010,AL,0,LOCAL,,0,
2010,AL,0,LOCAL,,0,
2010,AL,0,LOCAL,,0,
2010,AL,0,LOCAL,,0,
2010,AL,0,LOCAL,,0,
2010,AL,0,LOCAL,,1,
2010,AL,0,LOCAL,,1,
2010,AL,0,LOCAL,,1,
2010,AL,0,LOCAL,,1,
2010,AL,0,LOCAL,,1,
2010,AL,0,LOCAL,,1,
2010,AL,0,LOCAL,,1,
2010,AL,0,LOCAL,,1,
2010,AL,0,LOCAL,,1,
2010,AL,0,LOCAL,,1,
2010,AL,0,LOCAL,,1,
2010,AL,0,LOCAL,,1,
2010,AL,0,LOCAL,,1,
2010,AL,0,LOCAL,,1,
2010,AL,0,LOCAL,,1,
2010,AL,0,LOCAL,,1,
2010,AL,0,LOCAL,,1,
2010,AL,0,LOCAL,,1,
2010,AL,0,LOCAL,,1,
2010,AL,0,LOCAL,,1,
2010,AK,0,LEG, increase seats in state legislature ,0,
2010,AZ,0,FIN, 3-year increase in sales tax by one cent ,1,BOS_topic recoded by RWB from REV
2010,AZ,0,BOR, health care ,1,
2010,AZ,0,BOR, aff action ,1,
2010,AZ,0,BOR, right to hunt and fish ,0,
2010,AZ,0,MISC, allows state exchange of lands to protect nearby military bases -- MISC,0,
2010,AZ,0,EXEC, rename SOS as LG ,0,
2010,AZ,0,SUFF/ELECT, require initiated petitions to be turned in two months earlier ,0,
2010,AZ,0,BOR, card-check ,1,
2010,AR,0,BOR, right to hunt and fish ,1,
2010,AR,0,DEBT, removes caps on interest rates on certain gov bonds ,1,
2010,AR,0,DEBT, allows easier issue of state bonds to attract new businesses ,1,
2010,CA,0,FIN, allows seismic retrofitting of buildings without incurring new taxes -- REV,1,BOS_topic recoded by RWB from REV
2010,CA,0,SUFF/ELECT, top-two primary instituted ,1,
2010,CA,1,LOCAL, an industry-backed measure to require 2/3 public vote beforeLOCALities can enter the electricity business ,0,
2010,CA,1,SUFF/ELECT, Let the commission draw congress districts ,1,
2010,CA,1,FIN, prohibit state from not districting tax money toLOCAL projects ,1,BOS_topic recoded by RWB from REV
2010,CA,1,LEG, drop the 2/3 budget rule ,1,
2010,CA,1,FIN, add a 2/3 rule for enacting new fees (already applies to taxes) ,1,BOS_topic recoded by RWB from REV
2010,CA,1,SUFF/ELECT, take away state legislative redistricting from commission ,0,
2010,CO,1,FIN, require public approval on anyLOCAL tax increase (beyond TABOR) ,0,BOS_topic recoded by RWB from REV
2010,CO,1,DEBT, prohibit state borrowing! Require referendum onLOCAL borrowing ,0,
2010,CO,1,BOR, Personhood amendment ,0,
2010,CO,1,BOR, Anti-health-care amendment ,0,
2010,CO,0,FUNCT, remove regulation of bingo and raffle from SOS to D of Rev ,0,
2010,CO,0,MISC, allow for removal of capital from Denver in a disaster emergency ,1,
2010,CO,0,FIN, remove property taxes for certain businesses using gov property ,0,BOS_topic recoded by RWB from REV
2010,DE,0,JUD, make the chief magistrate of the Justice of the Peace Court a state judge (this was the second and final legislative approval of this measure) ,1,
2010,FL,0,SUFF/ELECT, Repeal public financing of campaigns ,0,
2010,FL,0,FIN, property tax exemption for active-duty military deployed overseas ,1,BOS_topic recoded by RWB from REV
2010,FL,1,LOCAL, require popular approval for anyLOCAL gov land use plan or changes ,0,
2010,FL,1,SUFF/ELECT, state redistricting standards -- ELECT,1,
2010,FL,1,SUFF/ELECT, congress redistricting standards -- ELECT,1,
2010,FL,0,FUNCT, Loosen existing K-12 class-size limits by making them averages -- FUNC,0,
2010,GA,0,MISC, allow enforcement of non-compete clauses in contracts -- MISC,1,
2010,GA,0,FIN, a $10 fee on motor vehicle registration ,0,BOS_topic recoded by RWB from REV
2010,GA,0,FUNCT, allow multi-year contracts for transportation projects ,0,
2010,GA,0,FUNCT, allow multi-year contracts for energy/conservation projects ,1,
2010,GA,0,MISC, allow property-owners to rezone in non-industrial areas ,1,
2010,HI,0,FUNCT, Replace elected with governor-appointed state school board -- FUNC,1,
2010,HI,0,FIN, Allows creation of a rainy-day fund ,1,BOS_topic recoded by RWB from REV
2010,ID,0,DEBT, allow public hospitals to incur multi-yr debt w/out public approval -- DEBT,1,
2010,ID,0,DEBT,allow regional airports to issue bonds without popular approval ,1,
2010,ID,0,DEBT, allow municipal electricity operators to incur debt in some cases without any voter approval and in other cases with only majority rather than usual 2/3 -- DEBT,1,
2010,ID,0,FUNCT, allow U to charge tuition not just fees -- FUNC,1,
2010,IL,0,EXEC, Recall for governor ,1,
2010,IN,0,FIN, institutes a cap on the property tax ,1,BOS_topic recoded by RWB from REV
2010,IA,0,FIN," creates a natural resources fund, but only if the legislature raises the sales tax, in which case 3/8 of the increase will go into the fund -- REV",1,BOS_topic recoded by RWB from REV
2010,KS,0,BOR, a stronger right to bear arms ,1,
2010,KS,0,SUFF/ELECT, eliminates mentally ill disqualification from suffrage ,1,
2010,LA,0,LEG, Start leg sessions a month later ,1,
2010,LA,0,EXEC, Civil service non-classification for homeland security officers ,1,
2010,LA,0,LEG, Salary increases only take effect next term (27th am) ,1,
2010,LA,0,FIN, re oil/gas severance taxes ,1,BOS_topic recoded by RWB from REV
2010,LA,0,FIN, increase from 75K to 150K veterans home property tax exemption ,1,BOS_topic recoded by RWB from REV
2010,LA,0,FIN, limit 2.5% on property tax hike by nonelected bodies in some cases ,0,BOS_topic recoded by RWB from REV
2010,LA,0,FIN, allow another 5 year extension on tax break due to hurricanes ,1,BOS_topic recoded by RWB from REV
2010,LA,0,MISC, require legislative approval of changes in retirement benefits ,1,
2010,LA,0,FIN, would affect tax sales and how to handle unpaid property taxes ,0,BOS_topic recoded by RWB from REV
2010,LA,0,BOR, blighted land seized through ED need not be offered to owner ,1,
2010,LA,0,JUD, worker comp appeals to go before 5 judge panel as w/ other apps ,1,
2010,LA,0,BOR, institute a 45-day rule for when a defendant can waive a jury trial ,1,
2010,MD,0,BOR, Raise the min amount to force a civil jury trial -- BOR,1,
2010,MD,0,JUD, Require judges on the Orphans Court in Baltimore to be lawyers -- JUD,1,
2010,MD,0,SUFF/ELECT, bars certain felons from any public office ,1,
2010,MO,0,LOCAL,,1,
2010,MO,0,FIN, homestead property tax exemption for disabled POWs ,1,BOS_topic recoded by RWB from REV
2010,MO,1,FIN, prohibit creation of a land transfer tax ,1,BOS_topic recoded by RWB from REV
2010,MT,1,FIN, prohibit creation of a land transfer tax,1,BOS_topic recoded by RWB from REV
2010,NE,0,DEBT, allows certain revenue bonds -- DEBT,1,
2010,NE,0,LOCAL, technical measure dealing withLOCALities use of money for econ dev ,1,
2010,NE,0,EXEC, abolish the state treasurer position -- EXEC,0,
2010,NV,0,JUD, judicial nominating commission for mid-term replacements ,0,
2010,NV,0,JUD, create a state appellate court below the supreme court ,0,
2010,NV,0,BOR, would have relaxed an earlier initiated ED reform -- BOR,0,
2010,NJ,0,FIN, bars leg from using employee taxes for other purposes -- REV,1,BOS_topic recoded by RWB from REV
2010,NM,0,MISC, resident tuition for veterans ,1,
2010,NM,0,LOCAL, loosen term limits for county officials: extend from 2 to 3 terms ,0,
2010,NM,0,SUFF/ELECT, modernize language of suffrage qualifications ,1,
2010,NM,0,FIN, creates property tax exemption for veterans organizations ,1,BOS_topic recoded by RWB from REV
2010,NM,0,MISC, allow appointment of former legislators to certain civil offices ,0,
2010,NC,0,SUFF/ELECT, no felons serve as sheriff -- ELECT,1,
2010,ND,0,FIN, creates a “legacy fund” (rainy day?) from oil and gas tax revenue -- REV,1,BOS_topic recoded by RWB from REV
2010,OH,0,DEBT, allowed 700 million in bonds -- DEBT,1,
2010,OH,0,MISC, changed the location of one of the casino sites approved in 09 -- MISC,1,
2010,OK,1,FUNCT, Require ed spending to equal the average of neighbors ,0,
2010,OK,0,EXEC, Term limits for various exec and state corp comm officials ,1,
2010,OK,0,SUFF/ELECT," Change size, composition, and rules of the leg redistrict comm. ",1,
2010,OK,0,AMEND, Changes method of calculating signature requirement for DD ,1,BOS_topic recoded by RWB from SUFF/ELECT
2010,OK,0,MISC, English required for official state actions ,1,
2010,OK,0,JUD, add two members to the judicial nominating comm ,1,
2010,OK,0,FUNCT, Would counter the ed-spending measure ,0,
2010,OK,0,JUD, Courts cannot rely on international law ,1,
2010,OK,0,BOR, anti-health-care ,1,
2010,OK,0,FIN, more money in rainy day fund ,1,BOS_topic recoded by RWB from REV
2010,OR,0,DEBT, Allows state bonds to help with capital K-12 education projects -- DEBT,1,
2010,OR,0,DEBT, Allows general obligation bonds for state college projects -- DEBT,1,
2010,OR,0,MISC, Expands veterans home-loan benefits -- MISC,1,
2010,OR,0,LEG, Annual leg sessions -- LEG,1,
2010,OR,0,DEBT, Allows general-obligation funds for an additional purpose -- DEBT,1,
2010,OR,1,MISC, Dedication of 15% of lottery funds to parks and natural resources -- MISC,1,
2010,RI,0,MISC, state name change -- MISC,0,
2010,SC,0,BOR,,1,
2010,SC,0,BOR, Anti-card-check ,1,
2010,SC,0,FIN, Rainy-day fund ,1,BOS_topic recoded by RWB from REV
2010,SC,0,FIN, Another rainy-day-related measure -- REV,1,BOS_topic recoded by RWB from REV
2010,SD,0,BOR, Anti-cardcheck ,1,
2010,SD,0,FIN, a technical change in a trust fund for cement ,0,BOS_topic recoded by RWB from REV
2010,TN,0,BOR, Right to hunt and fish -- BOR,1,
2010,UT,0,BOR, Anti-card-check -- BOR,1,
2010,UT,0,SUFF/ELECT, Clarifies the residency requirement for mid-term vacancies -- ELEC,1,
2010,UT,0,FIN, a property-tax exemption is given for non-profit water suppliers -- TAX,1,
2010,UT,0,LEG, creates a legislative ethics commission -- LEG,1,
2010,VT,0,SUFF/ELECT, 17-year-olds can vote in primaries ,1,
2010,VA,0,FIN, BroadeningLOCAL property tax exemptions for elderly ,1,BOS_topic recoded by RWB from REV
2010,VA,0,FIN, Requiring aLOCAL property tax exemption for disabled vets -- REV,1,BOS_topic recoded by RWB from REV
2010,VA,0,FIN, Allows for a larger rain-day fund -- REV,1,BOS_topic recoded by RWB from REV
2010,WA,0,BOR, Judges can withhold bail ,1,
2010,WA,0,DEBT," Regarding bonds (Build-America, etc) ",1,
2011,AL ,0,LOCAL,LOCAL amendment in Hale County ,1,
2011,DE ,0,EXEC, Increasing the annual amount of compensation an officer must receive before his or her nomination is subject to senate confirmation ,1,
2011,LA ,0,FIN, dedicates an additional portion of tobacco settlement money to an existing college scholarship program (Taylor Opportunity Scholarship Program) that funds about a third of public and private college students  and renews and constitutionalizes a four-cent cigarette tax increase that was set to expire and whose renewal was vetoed by Gov. Jindal and failed to be overridden by the legislature and so was included in this other amendment ,1,
2011,LA ,0,FIN, requires a certain portion of any non-recurring revenue in a given year to be dedicated to making up unfunded liabilities in two of the state’s retirement systems ,1,
2011,LA ,0,FIN," would give constitutional status to and prohibit the legislature from dipping into a medical malpractice fund  in future years (there is no evidence that the state has considered doing so, but this has happened in tough budget times in other states)  the Patient’s Compensation Fund ",1,
2011,LA ,0,FIN, a technical change to the time period in which the legislature has to begin replenishing the rainy day fund after making a withdrawal ,0,
2011,LA ,0,MISC," would change an existing constitutional provision regarding the necessity of a minimum bid requirement for the sale of property  currently the provision refers to New Orleans not by name but to a population as of the latest census; but since the decline of the population post-Katrina the city no longer meets this minimum requirement, and so the amendment would identify N.O. by name (PAR says this amendment required approval by N.O and the state, suggesting that it is aLOCAL amendment  true?)  ",0,
2011,LA ,0,FIN," A prohibition on imposition of NEW real estate transfer taxes (joining MO and MT, which approved amendments of this sort in recent years  a total of 13 states lack such taxes at this time  apparently, the city of New Orleans has such a tax ",1,
2011,ME ,0,SUFF/ELECT," stipulates that beginning after the 2010 census, redistricting shall take place in the year ending in 1 (2021) rather than the year ending in 3 (2023) as is done currently, thereby moving to the calendar generally used by all other states  also constitutionalizes a current statutory requirement that congressional redistricting plans be approved by a two-thirds legislative vote rather than by a bare majority ",1,
2011,MS ,1,BOR, Personhood amendment ,0,
2011,MS ,1,SUFF/ELECT, Voter ID ,1,
2011,MS ,1,BOR, post-Kelo eminent domain protection ,1,
2011,NJ ,0,MISC, Would authorize the legislature to approve sports gaming in the event that the federal statute law is changed to allow such gaming in NJ ,1,
2011,OH ,0,JUD, Raise judicial retirement age from 70 to 75 ,0,
2011,OH ,1,BOR, anti-health-care mandate ,1,
2011,TX ,0,FIN, Exempt the surviving spouse of a disabled veteran from property taxation ,1,
2011,TX ,0,DEBT, Authorize the Texas Water Development Board to issue additional general obligation bonds for wastewater treatment plants ,1,
2011,TX ,0,DEBT, Authorize the Texas Higher Education Coordinating Board to issue general obligation bonds for student financial aid ,1,
2011,TX ,0,DEBT, Would give counties the same power now possessed by cities to issue bonds to finance the redevelopment of blighted property ,0,
2011,TX ,0,LOCAL, Making it easier for cities and counties to make service contracts to consolidate services ,1,
2011,TX ,0,FIN, A detailed and specific amendment regarding how the state can transfer education money between two school funds ,1,
2011,TX ,0,DEBT, Would allow El Paso County to issue bonds for parks ,0,
2011,TX ,0,FIN, Would allow for designation of certain farm property as water stewardship property for tax exemption purposes ,0,
2011,TX ,0,EXEC, Allow the governor to pardon individuals not just when they have been convicted (as now) but also when they have completed deferred adjudication programs ,1,
2011,TX ,0,LOCAL, Changes the time period (by adding another month to the current one year) when county officials must resign their position once they announce they are running for another position ,1,
2011,WA ,0,SUFF/ELECT, Clear up conflicting language regarding residence requirement for voting ,1,
2011,WA ,0,FIN, Regarding contributions to the rainy day fund ,1,
2012,AL ,0,FIN, authorize state to transfer 145 million from Alabama Trust Fund to alleviate budget shortfall,1,
2012,AL ,0,FIN, Extends forever wild trust fund by 20 years ,1,
2012,AL ,0,DEBT, Allows state to issue up to $750 million in bonds,1,
2012,AL ,0,LOCAL, Defines Stockton Landmark District to preserve property for land conservation,1,
2012,AL ,0,BOR, Removes obsolete language regarding segregation,0,
2012,AL ,0,LOCAL, transfers water utility assets from city of Pritchard to Mobile,1,
2012,AL ,0,BOR, anti-health care mandate,1,
2012,AL ,0,BOR, secret ballot protected in union elections,1,
